URL,Version,Status,OIDs,Name,Title,Description,Used
http://hl7.org/fhir/uv/rtls/CodeSystem/rtlsMessageEvents,1.0.0-ballot2,draft,,RTLSMessageEvents,RTLS Message Events,"Code System listing codes for all types of RTLS messaging events",
